material,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,critical_temp
Ta1V2,2.0,115.94469,94.27696,96.0091476319835,77.7258808161347,0.52650287383871,0.653548041972804,130.00638,26.35496,65.00319,61.2855952636768,705.1,686.766666666667,702.951641295474,684.873488349472,0.690101844570737,0.658382063779207,110.0,180.033333333333,55.0,51.8544972870135,185.5,180.666666666667,184.932420089069,180.166512583389,0.690089012818858,0.658423297777251,29.0,47.3333333333333,14.5,13.6707311029399,11380.0,9623.33333333333,10086.2034482753,8534.25377220813,0.581714508746195,0.681327627611616,10540.0,1476.66666666667,5270.0,4968.60364913747,42.3,45.5666666666667,41.1491190671198,44.5163555584399,0.666064328860752,0.548468869710317,19.6,23.9,9.8,9.23952860750422,29.4,27.2,28.649607327152,26.5495642942957,0.667733317416197,0.686210712242764,13.2,3.2,6.6,6.22253967444162,44.0,39.6666666666667,42.0356991139674,37.9780575075359,0.64884220532356,0.69226421462947,26.0,1.66666666666666,13.0,12.2565175405668,5.0,5.0,5.0,5.0,0.693147180559945,0.636514168294813,0.0,1.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
Y2Cl2C2,3.0,45.4565166666667,45.4565166666667,33.5776694550322,33.5776694550322,0.843112037939394,0.843112037939394,76.89515,25.6317166666667,32.1793803820172,32.1793803820172,985.333333333333,985.333333333333,942.957566376476,942.957566376475,1.05831673020682,1.05831673020682,639.5,213.166666666667,270.549026158949,270.549026158949,119.333333333333,119.333333333333,103.915241592849,103.915241592849,0.957356796248309,0.957356796248309,145.0,48.3333333333333,65.7081087504088,65.7081087504088,2245.07133333333,2245.07133333333,319.069556606759,319.069556606759,0.641970820565078,0.641970820565079,4468.786,1489.59533333333,1824.40478462892,1824.40478462892,179.0,179.0,119.2064647767,119.2064647767,0.802288840037923,0.802288840037923,319.4,106.466666666667,131.458003433289,131.458003433289,39.8666666666667,39.8666666666667,15.6464101161103,15.6464101161103,0.435230503644598,0.435230503644598,101.8,33.9333333333333,46.1777243075297,46.1777243075297,52.3363,52.3363,2.76687148690904,2.76687148690904,0.34349612939757,0.343496129397569,139.9911,46.6637,62.3745011633761,62.374501163376,4.0,4.0,3.91486764116886,3.91486764116886,1.0775563270668,1.0775563270668,2.0,0.666666666666667,0.816496580927726,0.816496580927726,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Nb3Sn0.05Sn0.95,2.0,105.80819,99.357285,105.018647724107,98.7770337302249,0.685694473869862,0.609754311898155,25.80362,40.002285,12.90181,11.1732952148001,685.9,674.75,685.537395041292,674.479514403071,0.692618571428751,0.575545562860034,44.6,320.65,22.3,19.312366504393,171.5,184.75,169.440254957315,183.164326443629,0.681161162243196,0.495104810863771,53.0,112.25,26.5,22.9496732002876,7940.0,8255.0,7914.9668350537,8235.97388147936,0.68999604777976,0.528650274402033,1260.0,4600.0,630.0,545.596004384196,98.2,92.9,97.6262259846196,92.4773345001502,0.687309971252107,0.604629123984021,21.2,38.5,10.6,9.17986928011505,16.9,21.85,13.6967149346111,19.1591221157854,0.510089748381348,0.278992870663151,19.8,18.35,9.9,8.57365149746594,60.5,57.25,60.1498129672903,56.9920161095717,0.687364562012728,0.604442476013449,13.0,23.75,6.5,5.62916512459885,4.5,4.75,4.47213595499958,4.72870804501588,0.686961576597323,0.514653165428929,1.0,2.75,0.5,0.433012701892219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9
Ca1Ni1B1N1,4.0,30.897275,30.897275,24.4300440932938,24.4300440932938,1.17871929029575,1.17871929029575,47.8824,11.9706,19.6574428890656,19.6574428890656,881.825,881.825,835.217140518396,835.217140518396,1.32923767291779,1.32923767291779,812.1,203.025,309.61418228983,309.61418228983,121.5,121.5,108.936600759443,108.936600759443,1.28599013943902,1.28599013943902,138.0,34.5,53.6027051556169,53.6027051556169,3229.81275,3229.81275,454.021146284333,454.021146284333,0.827451055351952,0.827451055351952,8906.749,2226.68725,3394.10533000785,3394.10533000785,38.5175,38.5175,18.0133179666513,18.0133179666513,0.78832442565049,0.78832442565049,109.63,27.4075,44.2445637197385,44.2445637197385,19.025,19.025,7.17075204888065,7.17075204888065,0.882875384044964,0.882875384044964,49.64,12.41,18.8487313896718,18.8487313896718,79.5064575,79.5064575,10.6142641050051,10.6142641050051,0.859874057726258,0.859874057726258,199.97417,49.9935425,77.014436196066,77.014436196066,2.5,2.5,2.44948974278318,2.44948974278318,1.3661588475692,1.3661588475692,1.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08
Pd7Se2,2.0,92.69,100.317777777778,91.667459875356,99.5909037605124,0.682135726201219,0.463588159297444,27.46,65.2244444444444,13.73,11.4162124267569,871.95,833.922222222222,869.25910981709,832.088655449431,0.69006270962646,0.562989239533525,136.9,415.966666666667,68.45,56.914766249928,136.0,154.333333333333,131.935590346199,151.390258764532,0.663412475819336,0.419763117515262,66.0,108.555555555556,33.0,27.4388208363422,8421.0,10422.1111111111,7611.75649899548,9812.46674798955,0.598650001195501,0.331087193694949,7204.0,8280.33333333333,3602.0,2994.98886825772,125.85,86.6,104.147971655717,73.1943617585637,0.526031613807917,0.693111326176147,141.3,0.733333333333327,70.65,58.7440209723509,11.05,14.1888888888889,9.49631507480665,12.9943891486583,0.556035528721061,0.289799080394118,11.3,11.7888888888889,5.65,4.6978587189495,35.76,55.3377777777778,6.07618301238533,23.8098816381041,0.0430443916750751,0.0149731576902195,70.48,55.1066666666667,35.24,29.3013347355364,5.0,4.44444444444444,4.89897948556636,4.37714952204908,0.673011667009257,0.610864302054894,2.0,1.77777777777778,1.0,0.831479419283098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
Y1Rh2Si2,3.0,73.29895,70.17757,63.5746086121318,59.4503432595686,0.984323980324051,0.954061857752397,74.82,29.928,32.4775778623499,34.7461306901876,706.966666666667,725.28,703.402021463115,722.458385266179,1.09362573034583,1.03012002308486,170.6,191.32,70.2087522242697,62.4728228912381,165.333333333333,156.0,159.674285303707,150.87413908568,1.06570175651474,1.07229586176558,101.0,26.8,41.5879255981295,39.4055833607371,6417.33333333333,6806.4,5062.2356246637,5189.32018664284,0.876552400566774,0.767535693534451,10120.0,4085.6,4354.44916786906,4673.88872781542,92.4666666666667,104.74,77.5961502146529,93.165717361217,0.96215927778131,0.872821501903489,104.0,47.82,44.4762358519193,38.3399843505445,27.7666666666667,31.04,23.1573806327076,26.6837185154499,0.927792815131428,0.829888463391856,38.8,17.8,16.4106334091311,16.0898228703737,105.666666666667,123.4,72.5900585162376,97.0426821695328,0.865036742086011,0.800178405359721,133.0,56.6,62.6968012652072,53.2,4.33333333333333,4.6,4.16016764610381,4.44128606984584,1.05790542470367,0.972439911716149,3.0,1.8,1.24721912892465,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Pb1Zr3,2.0,149.212,120.218,137.483136420435,111.990006861406,0.615605227698865,0.683562446680542,115.976,16.618,57.988,50.219081114652,687.45,673.575,686.889685466306,673.15757850753,0.692332229081777,0.578679870844216,55.5,315.975,27.75,24.0322049550182,180.0,193.0,178.112324110377,191.549311579911,0.682678499388065,0.499683296811626,52.0,116.0,26.0,22.5166604983954,8925.5,7718.25,8592.71435577839,7479.78363126054,0.656097571809797,0.657509156194197,4829.0,2048.25,2414.5,2091.01833743753,39.6,41.1,39.486200121055,41.0135602594671,0.690274824218906,0.530213737735955,6.0,22.8,3.0,2.59807621135332,12.885,16.9425,10.0084963905674,14.4975316589382,0.479037836206141,0.25463401140063,16.23,14.5575,8.115,7.02779615171072,29.0,26.0,28.3725219182222,25.545410627334,0.671588715399869,0.638712716743869,12.0,8.5,6.0,5.19615242270663,4.0,4.0,4.0,4.0,0.693147180559945,0.562335144618808,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.76
La3Ni4P4O2,4.0,61.143008,62.1064506153846,44.8333888513059,48.1580732427373,1.10388834788666,1.1160990343101,122.90607,29.5936623076923,47.4371421544376,44.609037742383,900.4,864.546153846154,852.809544634685,826.441818522582,1.33381105716529,1.33791010264929,772.0,186.269230769231,290.970814687659,258.423280135471,122.5,128.384615384615,108.123986145808,117.079178932216,1.27814544224937,1.23969925512957,147.0,38.4615384615385,55.0204507433372,49.3255098013164,4219.60725,4720.37369230769,614.536829420509,1308.51186236901,0.946324476630989,0.930508141845012,8906.571,2740.70323076923,3508.16083101355,3445.82314324375,94.5,90.5769230769231,87.2847722073621,84.5545503679389,1.31194834951399,1.31706994839525,93.0,23.5,35.9652610167089,32.6554543411182,6.0905,6.97723076923077,1.98084496637687,2.5376270253453,0.733942649263261,0.663196587648389,16.978,5.25815384615385,6.8485787394174,7.18601327530776,26.065645,31.0767046153846,1.65049012800956,2.65778292539356,0.39423271114024,0.334950898820578,90.97342,27.9959107692308,37.8562577569162,40.2648193361234,3.0,3.15384615384615,2.78315768371374,2.91145123037922,1.30860538725345,1.22892873877689,3.0,1.23076923076923,1.22474487139159,1.29175812490359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
Pd1Tl2,2.0,155.40165,171.728866666667,147.480408142912,164.426327271435,0.64261655927429,0.509371100684539,97.9633,100.7822,48.98165,46.1803424916081,696.2,660.433333333333,687.881639528197,653.165137858693,0.681222854348632,0.675194794176089,214.6,124.766666666667,107.3,101.163410161755,162.5,160.333333333333,162.369947958358,160.218243841475,0.692346967089961,0.648279167364477,13.0,47.6666666666667,6.5,6.12825877028341,11936.5,11907.6666666667,11936.18657696,11907.3882926006,0.693120923142078,0.638728610248801,173.0,3892.33333333333,86.5,81.5529820968485,37.95,32.2,33.8029584504079,28.7051567581163,0.585952618303551,0.682908104700472,34.5,4.6,17.25,16.2634559672906,10.45,8.36666666666667,8.37496268648404,6.65382974231558,0.501726162771033,0.637430716914906,12.5,2.76666666666667,6.25,5.8925565098879,58.5,54.3333333333333,57.1489282489182,53.1607791272525,0.670141665494921,0.684824922534093,25.0,7.0,12.5,11.7851130197758,3.5,3.33333333333333,3.46410161513775,3.30192724889463,0.682908104700472,0.673011667009256,1.0,0.666666666666667,0.5,0.471404520791032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.32
La1Ni1P1O1,4.0,61.143008,61.143008,44.8333888513059,44.8333888513059,1.10388834788666,1.10388834788666,122.90607,30.7265175,47.4371421544376,47.4371421544376,900.4,900.4,852.809544634685,852.809544634685,1.33381105716529,1.33381105716529,772.0,193.0,290.970814687659,290.970814687659,122.5,122.5,108.123986145808,108.123986145808,1.27814544224937,1.27814544224937,147.0,36.75,55.0204507433372,55.0204507433372,4219.60725,4219.60725,614.536829420509,614.536829420509,0.946324476630989,0.946324476630989,8906.571,2226.64275,3508.16083101355,3508.16083101355,94.5,94.5,87.2847722073621,87.2847722073621,1.31194834951399,1.31194834951399,93.0,23.25,35.9652610167089,35.9652610167089,6.0905,6.0905,1.98084496637687,1.98084496637687,0.733942649263261,0.733942649263261,16.978,4.2445,6.8485787394174,6.8485787394174,26.065645,26.065645,1.65049012800956,1.65049012800956,0.39423271114024,0.39423271114024,90.97342,22.743355,37.8562577569162,37.8562577569162,3.0,3.0,2.78315768371374,2.78315768371374,1.30860538725345,1.30860538725345,3.0,0.75,1.22474487139159,1.22474487139159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
B1Ta2,2.0,95.87944,124.235586666667,44.2292610234447,70.7387892003199,0.216883162110618,0.13127228659673,170.13688,117.028253333333,85.06844,80.2032943852813,780.15,773.466666666667,779.892313079184,773.238264440707,0.692816894418703,0.644202944614506,40.1,240.0,20.05,18.9033212837204,143.5,162.333333333333,131.909059582729,151.539697033502,0.613497966168833,0.469332243891334,113.0,104.333333333333,56.5,53.2687108493866,9555.0,11920.0,6399.92187452316,8802.13167195268,0.383962306427831,0.250502818300001,14190.0,10280.0,7095.0,6689.23015002474,30.35,31.0666666666667,30.2737510064412,30.9983523231094,0.690635910891932,0.613030422107435,4.3,12.2666666666667,2.15,2.02703943940144,43.0,40.6666666666667,42.4264068711928,40.1659770049302,0.679837621185749,0.676798824728639,14.0,7.33333333333334,7.0,6.59966329107444,42.0,47.0,39.2300904918661,44.4328828723165,0.627941588739906,0.488375362015832,30.0,29.0,15.0,14.1421356237309,4.0,4.33333333333333,3.87298334620742,4.21716332650875,0.661563238157982,0.540204142388861,2.0,2.33333333333333,1.0,0.942809041582063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12
Ce1Au2Si2,3.0,121.722689666667,118.0440276,91.8588075737653,84.4204024259808,0.897804868235114,0.835082763172737,168.881069,67.5524276,70.1614294106072,76.3279508746511,738.466666666667,778.14,722.73930187207,766.095957707698,1.07813721826339,0.9980999485384268,349.2,247.7,146.468934893679,127.671212103591,156.666666666667,151.0,152.879053462164,147.157783049804,1.07571290311158,1.06151686265743,74.0,32.6,32.6019767635168,32.9059265178782,9439.66666666667,9989.8,6700.25721890648,6702.510935101859,0.807669837533984,0.6897256597333191,16970.0,6788.0,7195.82519397339,7766.59514587956,136.966666666667,154.06,115.992689169649,136.444267716256,0.956469776292784,0.8631946980153279,172.80000000000004,79.42,70.5576517623866,64.9689648986345,22.733333333333302,26.18,15.1121227736446,18.4977127045765,0.7395754020724631,0.652830191344561,44.70000000000001,18.98,19.6309845793724,19.7781091108326,160.333333333333,190.2,80.8248004124438,120.441188375558,0.720909139608407,0.682065878250941,309.0,125.8,126.36015546401,117.508127378492,4.33333333333333,4.4,4.30886938006377,4.37344829577311,1.09283055352849,1.03619878481928,1.0,1.2,0.471404520791032,0.489897948556636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0516666666666663
Pd1V3,2.0,78.68075,64.811125,73.6287608886636,61.2434447333742,0.629643793157479,0.677040198060194,55.4785,11.601125,27.73925,24.0228951819275,726.8,688.45,722.741551316929,685.459176400123,0.68756839249702,0.603736569390736,153.4,286.7,76.7,66.4241484702664,170.0,170.5,169.997058798086,170.497791934303,0.693129879422106,0.559905916795655,2.0,86.0,1.0,0.866025403784439,9066.5,7588.25,8570.91185347276,7236.59252858129,0.638994870078809,0.671401085967475,5913.0,1576.75,2956.5,2560.40410628869,53.65,52.875,53.6276048318401,52.8582842299944,0.692729778699235,0.574092907558996,3.1,25.275,1.55,1.34233937586588,19.75,21.275,19.5130725412478,21.0926066179704,0.681174954584133,0.495145169316708,6.1,12.925,3.05,2.64137748154254,51.0,41.0,46.9148164229596,38.1360631045176,0.614150513196301,0.6841223782316,40.0,5.5,20.0,17.3205080756888,4.5,4.75,4.47213595499958,4.72870804501588,0.686961576597323,0.514653165428929,1.0,2.75,0.5,0.433012701892219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081
Y1Pd2B2C1,4.0,54.5368875,55.896425,33.2925411303092,33.5001036143035,1.02450659175646,0.936518020277825,95.609,33.47155,43.5703821619741,45.0670488532156,826.2,818.083333333333,809.585906928418,806.998444604152,1.36592853230148,1.32501943551729,470.3,165.266666666667,168.053696775763,137.69785058437,133.75,131.833333333333,120.213752845763,120.56014538156,1.28638341068178,1.25841069789882,145.0,45.1666666666667,59.1750580903813,53.8715034957155,5303.75,5949.66666666667,4158.04846523476,4547.2729524419,1.13839938190114,0.974230461810527,9763.0,3631.0,3974.65271281655,4357.43505083234,67.475,58.8833333333333,52.3720890178616,47.6538466139203,1.12743285818335,1.23156617778026,127.2,20.7166666666667,51.834224938741,44.7166045471056,45.775,41.6333333333333,31.6187834698589,30.683944148407,1.06460642817489,1.14070937801039,93.6,15.6,37.2573734313089,32.4364335620028,63.75,58.8333333333333,46.2167888652715,45.3910466596732,1.1034892994082,1.16639115407747,123.0,20.8333333333333,48.483889076682,42.1521714215953,3.5,3.5,3.46410161513775,3.46410161513775,1.37605528526042,1.31942227299528,1.0,0.833333333333333,0.5,0.5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6
